location,lat,lon,type,name,osm_id
Manchester,53.4794732,-2.2491558,bicycle_parking,Unknown,334642257
Manchester,53.4794181,-2.2525693,restaurant,Carluccio's,334644784
Manchester,53.4797928,-2.2518611,fast_food,Pret A Manger,334644908
Manchester,53.4799058,-2.2527523,fast_food,Bagel Factory,334644966
Manchester,53.4785424,-2.2502961,cafe,La Piazza Sandwich Bar,334646148
Manchester,53.4785582,-2.2504389,florist,Flower Style,334646193
Manchester,53.4786029,-2.2506732,fitness_centre,Bannatyne Health Club,334646234
Manchester,53.4783249,-2.2492407,post_box,Unknown,334648277
Manchester,53.4783236,-2.2489523,bar,Revolución de Cuba,334648390
Manchester,53.47855,-2.2491648,nightclub,42nd Street,334648541
Manchester,53.4778747,-2.2470956,taxi,Unknown,334649070
Manchester,53.4769903,-2.2304441,stop_position,Piccadilly,335600085
Manchester,53.4778757,-2.2312524,post_box,Unknown,337174977
Manchester,53.4776556,-2.2315255,newsagent,WHSmith,337175315
Manchester,53.4819168,-2.2386228,stop_position,Market Street,343849223
Manchester,53.477798,-2.2464197,taxi,Unknown,346976084
Manchester,53.4777114,-2.2460967,restaurant,PizzaExpress,346976936
Manchester,53.4777983,-2.2460109,telephone,Unknown,346977430
Manchester,53.4779459,-2.2457214,cafe,Starbucks,346977748
Manchester,53.4772731,-2.2439825,fast_food,Greggs,346981302
Manchester,53.477241,-2.243901,fast_food,Papa John's,346981827
Manchester,53.4769182,-2.2434906,restaurant,Don Giovanni's,346984594
Manchester,53.4770277,-2.2434558,telephone,Unknown,346984726
Manchester,53.4767294,-2.2432748,pharmacy,Cameolord Pharmacy,346986339
Manchester,53.4760553,-2.2426591,fast_food,McDonald's,346988637
Manchester,53.4745312,-2.2413858,post_box,Unknown,347000814
Manchester,53.4751856,-2.2413862,florist,Venus,347016335
Manchester,53.4757233,-2.2419454,atm,Unknown,347020720
Manchester,53.4760849,-2.2422178,cafe,Philpotts,347023161
Manchester,53.476468,-2.2424955,pub,The Paramount,347027232
Manchester,53.4737916,-2.2411066,stop_position,Manchester Oxford Road,347262398
Manchester,53.4737253,-2.2424766,stop_position,Manchester Oxford Road,347262413
Manchester,53.4819427,-2.2367125,nightclub,Wave Bar,357160362
Manchester,53.4830646,-2.2351567,books;toys;collector;anime,Forbidden Planet,357163081
Manchester,53.4832298,-2.2348945,fast_food,Fresh Bites,357163639
Manchester,53.4832553,-2.2349445,vacant,Unknown,357163785
Manchester,53.4833704,-2.235176,cafe,Rustica,357163891
Manchester,53.4833376,-2.2351113,erotic,Love Boutique Adult Shop,357164055
Manchester,53.4833037,-2.2350468,music,Vinyl Revival,357164072
Manchester,53.4835545,-2.2356102,fast_food,Yadgar Cafe,357168159
Manchester,53.4835934,-2.2356784,fast_food,Al-Faisal Tandoori,357168257
Manchester,53.4838055,-2.2361078,clothes,NOTE,357169154
Manchester,53.4838381,-2.2361856,clothes,Rivet and Hide,357169391
Manchester,53.4839229,-2.2363313,bar,The Smithfield Social,357169802
Manchester,53.4840306,-2.236553,yes,The Black Sheep,357170203
Manchester,53.4840742,-2.2365739,fashion_photography,Fusion Studios,357187712
Manchester,53.4842353,-2.2368211,pub,The Bay Horse Tavern,357190247
Manchester,53.4842676,-2.2368953,fitness_centre,Bodybarre,357190298
Manchester,53.4856543,-2.2366962,restaurant,Glasshouse,357201437
Manchester,53.485575,-2.2369822,cafe,Cafe North,357201545
Manchester,53.4853841,-2.2369487,yes,Urban Suite,357201600
Manchester,53.4851845,-2.2366936,atm,Nationwide,357201710
Manchester,53.4851115,-2.2379382,post_box,Unknown,357204573
Manchester,53.4849217,-2.2381899,cafe,Turkish Grill,357204999
Manchester,53.4845742,-2.2372798,bar,Foundry Project,357207554
Manchester,53.4847148,-2.2375022,arts_centre,esea contemporary,357207748
Manchester,53.4847055,-2.2381287,restaurant,This & That,357208953
Manchester,53.4848012,-2.2363427,restaurant,Sweet Mandarin,357286489
Manchester,53.4849164,-2.2362037,beauty,Reubenwood Hair & Beauty,357287951
Manchester,53.4840612,-2.2381146,fast_food,Little Aladdin,357537447
Manchester,53.480925,-2.2346505,fast_food,Subway,412820220
Manchester,53.4811141,-2.2341689,cafe,Super Sandwich,412821349
Manchester,53.4817641,-2.2352622,restaurant,19 Cafe Bar,412839072
Manchester,53.4835997,-2.2351398,military_outlet,MiltaryKit.com,412843164
Manchester,53.4808941,-2.2346778,records,Empire Exchange,412862273
Manchester,53.4811645,-2.23449,fast_food,Cafe Marhaba,412862827
Manchester,53.4821306,-2.2346353,photo,The Real Camera Co,413363131
Manchester,53.4841433,-2.2332547,cafe,Koffee Pot,413373377
Manchester,53.4775523,-2.2480451,bar,Epernay,413390724
Manchester,53.4793147,-2.2487982,restaurant,The Olive Press,413517181
Manchester,53.4794398,-2.2470493,hairdresser,Toni & Guy Academy,413520783
Manchester,53.4735632,-2.2411469,bar,Mother Mary's,426959803
Manchester,53.4807644,-2.2216058,bench,Unknown,431208070
Manchester,53.4797322,-2.2280587,bench,Unknown,431208095
Manchester,53.479786,-2.22839,bench,Unknown,431208096
Manchester,53.4796802,-2.2278174,bench,Unknown,431208103
Manchester,53.4808254,-2.2296908,bench,Unknown,431208121
Manchester,53.481677,-2.2291981,bench,Unknown,431208136
Manchester,53.4870278,-2.2181831,bench,Unknown,431208194
Manchester,53.4885094,-2.2156153,bench,Unknown,431208217
Manchester,53.4810661,-2.2452263,travel_agency,Kuoni,432538431
Manchester,53.4811121,-2.2456664,stationery,The Pen Shop,432541251
Manchester,53.4828248,-2.2468981,pub,The Moon Under Water,433743946
Manchester,53.4825517,-2.2542422,post_box,Unknown,448939937
Manchester,53.4837401,-2.2378204,place_of_worship,Manchester Buddhist Centre,451648868
Manchester,53.4775629,-2.230307,stop_position,Manchester Piccadilly,493175824
Manchester,53.4740813,-2.2408308,pub,Grand Central,497393593
Manchester,53.4735173,-2.2415745,bar,BrickHouse Social,497393594
Manchester,53.4773218,-2.229076,stop_position,Manchester Piccadilly,500954038
Manchester,53.4772883,-2.2290969,stop_position,Manchester Piccadilly,500954178
Manchester,53.4772143,-2.2291455,stop_position,Manchester Piccadilly,500954354
Manchester,53.4771789,-2.2291662,stop_position,Manchester Piccadilly,500954419
Manchester,53.4770945,-2.2292389,stop_position,Manchester Piccadilly,500954480
Manchester,53.4770507,-2.2292794,stop_position,Manchester Piccadilly,500954663
Manchester,53.4766321,-2.2298028,stop_position,Manchester Piccadilly,500955316
Manchester,53.4761284,-2.2296773,stop_position,Manchester Piccadilly,500956218
Manchester,53.4804121,-2.2365847,fast_food,Barburrito,523079889
Manchester,53.4805462,-2.2364237,restaurant,PizzaExpress,523079901
Manchester,53.476278,-2.2384529,pub,The New Union,529051264
Manchester,53.4764679,-2.2379338,bar,G-A-Y,529051273
Manchester,53.4765556,-2.2377468,bar,On Bar Manchester,529051307
Manchester,53.4770634,-2.2369359,bar,The Rem Bar,529051652
Manchester,53.4766935,-2.2375248,restaurant,Chuan,529051894
Manchester,53.4773407,-2.236454,bar,BarPop,529052929
Manchester,53.4776981,-2.2360424,pub,The Church,529054267
Manchester,53.4780601,-2.2353133,restaurant,Village Brasserie,529054551
Manchester,53.4780072,-2.2354079,bar,Velvet,529054844
Manchester,53.4778586,-2.2356388,bar,The Brewers,529057903
Manchester,53.4702657,-2.2365417,bar,Deaf Institute,530004055
Manchester,53.4707966,-2.2335408,platform,"Chorlton upon Medlock, Upper Brook Street / near Grosvenor Street",533801758
Manchester,53.4690327,-2.2314996,platform,"Chorlton upon Medlock, Upper Brook Street / opposite Booth Street East",533801763
Manchester,53.4831553,-2.2379874,platform,"Manchester City Centre, Church Street / The Unicorn (Stop CA)",533801910
Manchester,53.477072,-2.2328671,platform,"Manchester City Centre, Whitworth Street / Minshull Street South (Stop B)",533801953
Manchester,53.4673908,-2.2284004,platform,Brunswick St/Upper Brook St,533801955
Manchester,53.4684773,-2.2265513,platform,Brunswick St/Brunswick Parish Church,533801958
Manchester,53.4686809,-2.2259066,platform,Brunswick St/Brunswick Parish Church,533801962
Manchester,53.4698643,-2.2239445,platform,Brunswick St/Ardwick Green,533801965
Manchester,53.4813663,-2.2149284,platform,Every Street/Carruthers Street,533801974
Manchester,53.4804749,-2.2157376,platform,Every Street/Carruthers Street,533801977
Manchester,53.4811408,-2.2250988,platform,"Ancoats, Great Ancoats Street / opposite Laystall Street",533802254
Manchester,53.4809837,-2.2127114,platform,Gurney Street/Palmerston Street,533802433
Manchester,53.4824179,-2.2340894,platform,Lever Street/Dale Street,533802454
Manchester,53.4848042,-2.2175228,platform,"Ancoats, Butler Street / outside Community Centre",533802489
Manchester,53.4874343,-2.2202053,platform,"Miles Platting, Butler Street / near Garforth Avenue",533802497
Manchester,53.4803863,-2.2341812,platform,Piccadilly/Chatham Street,533802499
Manchester,53.4688938,-2.2220357,platform,"Brunswick, Stockport Road / outside Apollo Theatre",533802506
Manchester,53.4693511,-2.2227541,platform,"Ardwick, Stockport Road / opposite Apollo Theatre",533802507
Manchester,53.4824187,-2.2337387,platform,Stevenson Square (Stop TE),533802523
Manchester,53.4780156,-2.2375282,platform,Manchester Central Coach Station,533802630
Manchester,53.4779333,-2.237643,platform,Manchester Central Coach Station,533802631
Manchester,53.4778823,-2.2377419,platform,Manchester Central Coach Station,533802632
Manchester,53.4778033,-2.2378673,platform,Manchester Central Coach Station,533802633
Manchester,53.4817647,-2.233175,platform,Newton St/Hilton St,533802647
Manchester,53.478766,-2.2212439,platform,Great Ancoats Street/Adair Street,533802649
Manchester,53.4814303,-2.2354602,platform,Lever Street/Dale Street (Stop E),533802652
Manchester,53.4756806,-2.2307666,platform,"Manchester City Centre, London Road / opposite Travis Street",533802656
Manchester,53.4750463,-2.2298879,platform,"Manchester City Centre, London Road / near Travis Street",533802657
Manchester,53.4755875,-2.2302679,platform,"Manchester City Centre, London Road / adjacent Travis Street",533802658
Manchester,53.4768589,-2.2314484,platform,"Manchester City Centre, London Road / Manchester Piccadilly Rail Station (Stop A)",533802660
Manchester,53.4801088,-2.2335769,platform,"Manchester City Centre, Piccadilly / Paton Street (Stop EP)",533802666
Manchester,53.4803689,-2.2339157,platform,"Manchester City Centre, Piccadilly (Stop EO)",533802667
Manchester,53.4804605,-2.2343547,platform,Piccadilly/Portland Street,533802668
Manchester,53.481535,-2.2160594,platform,Carruthers Street/Every Street,533802672
Manchester,53.4772046,-2.2246561,platform,"Ancoats, Travis Street / opposite Sheffield Street",533802688
Manchester,53.4852755,-2.2323488,platform,"Manchester City Centre, Oldham Road / New Cross (Stop EF)",533802690
Manchester,53.482639,-2.2317369,platform,Newton Street/Post Office (Stop EN),533802699
Manchester,53.4782176,-2.2318999,platform,Piccadilly Rail Station,533802703
Manchester,53.4823585,-2.2352484,platform,Dale Street/Oldham Street,533802707
Manchester,53.4817346,-2.235172,platform,"Piccadilly Gardens, Lever Street / Piccadilly Gardens (Stop F)",533802767
Manchester,53.484131,-2.2380465,platform,"Manchester City Centre, High Street / Turner Street (Stop NZ)",533802782
Manchester,53.4778596,-2.231919,platform,Piccadilly Rail Station,533802892
Manchester,53.4825361,-2.2333943,platform,Stevenson Square,533802893
Manchester,53.4829153,-2.2373214,platform,"Manchester City Centre, Church Street / The Unicorn (Stop CB)",533802895
Manchester,53.480972,-2.2356587,platform,"Manchester City Centre, Piccadilly / Piccadilly Gardens (Stop R)",533802896
Manchester,53.4763068,-2.2287948,platform,Fairfield Street/Piccadilly Station,533802899
Manchester,53.4808723,-2.2341347,platform,Newton St/Piccadilly,533802926
Manchester,53.4798666,-2.2333194,platform,Piccadilly/Paton Street (Stop EQ),533802931
Manchester,53.4874823,-2.2321856,platform,"Newton, Thompson Street / near Rochdale Road",533802932
Manchester,53.4810749,-2.2256265,platform,"Ancoats, Great Ancoats Street / near Ducie Street",533802992
Manchester,53.4830857,-2.2377704,platform,"Manchester City Centre, Church Street / The Unicorn (Stop CN)",533803072
Manchester,53.4839649,-2.2336131,platform,"Manchester City Centre, Oldham Street / Warwick Street (Stop EE)",533803075
Manchester,53.4867528,-2.2282482,platform,"Ancoats, Oldham Road / near Thompson Street",533803077
Manchester,53.4829845,-2.2292979,platform,"Ancoats, Great Ancoats Street / near Jersey Street",533803079
Manchester,53.4830375,-2.2297955,platform,"Ancoats, Great Ancoats Street / opposite Jersey Street",533803080
Manchester,53.4826781,-2.2343294,platform,Stevenson Square (Stop EB),533803081
Manchester,53.4824504,-2.2287289,platform,"Ancoats, Great Ancoats Street / near Rochdale Canal",533803126
Manchester,53.4823164,-2.2213377,platform,Old Mill Street/Ancoats Clinic,533803128
Manchester,53.4823891,-2.2209161,platform,Old Mill Street/Ancoats Clinic,533803129
Manchester,53.4851041,-2.2151442,platform,"Holt Town, Bradford Road / opposite Butler Street",533803130
Manchester,53.4847708,-2.2161211,platform,"Holt Town, Bradford Road / near Butler Street",533803132
Manchester,53.4914667,-2.2193196,platform,"Miles Platting, Oldham Road / opposite New Allen Street",533803156
Manchester,53.491028,-2.2201594,platform,"Miles Platting, Oldham Road / opposite Naylor Street",533803157
Manchester,53.489966,-2.2208377,platform,"Miles Platting, Oldham Road / near Naylor Street",533803159
Manchester,53.4891323,-2.2223503,platform,"Miles Platting, Oldham Road / opposite Butler Street",533803161
Manchester,53.4886852,-2.2226075,platform,"Miles Platting, Oldham Road / near Butler Street",533803162
Manchester,53.4879128,-2.2230487,platform,"Miles Platting, Butler Street / near Oldham Road",533803163
Manchester,53.4863326,-2.2185602,platform,"Miles Platting, Butler Street / near Holland Street",533803165
Manchester,53.4874124,-2.2264281,platform,"Ancoats, Oldham Road / outside Royal Mail Office",533803166
Manchester,53.4874019,-2.2258536,platform,"Ancoats, Oldham Road / opposite Royal Mail Office",533803167
Manchester,53.4863112,-2.2288637,platform,"Ancoats, Oldham Road / opposite Thompson Street",533803169
Manchester,53.4800792,-2.2238963,platform,"Ancoats, Great Ancoats Street / Old Mill Street (Stop A)",533803171
Manchester,53.480442,-2.2238896,platform,"Ancoats, Great Ancoats Street / Old Mill Street (Stop B)",533803174
Manchester,53.4799577,-2.2211102,platform,"New Islington, Pollard Street / Great Ancoats Street (Stop G)",533803175
Manchester,53.4799072,-2.2214608,platform,"New Islington, Pollard Street / Great Ancoats Street (Stop F)",533803176
Manchester,53.4811986,-2.2181825,platform,"New Islington, Pollard Street / New Islington Metrolink Stop",533803177
Manchester,53.4814145,-2.2180781,platform,"New Islington, Pollard Street / New Islington Metrolink Stop",533803179
Manchester,53.4823962,-2.2169981,platform,Carruthers Street/Pollard Street,533803180
Manchester,53.4812453,-2.236049,platform,"Piccadilly Gardens, Piccadilly / Piccadilly Gardens (Stop D)",533803309
Manchester,53.4816564,-2.236687,platform,"Piccadilly Gardens, Oldham Street / Piccadilly Gardens (Stop B)",533803311
Manchester,53.4819584,-2.2363657,platform,"Piccadilly Gardens, Oldham Street / Piccadilly Gardens (Stop A)",533803313
Manchester,53.4751277,-2.2151681,platform,Ashton Old Road/Chancellor Lane,533803316
Manchester,53.4812215,-2.2154551,platform,Carruthers Street/Every Street,533803318
Manchester,53.4762688,-2.2298794,platform,"Manchester City Centre, Fairfield Street / Piccadilly Rail Station (Stop D)",533804004
Manchester,53.4764301,-2.2301364,platform,"Manchester City Centre, Fairfield Street / Piccadilly Rail Station (Stop C)",533804005
Manchester,53.47553,-2.2212572,platform,Fairfield Street/Mancunian Way,533804006
Manchester,53.475611,-2.2209332,platform,Fairfield Street/Mancunian Way,533804008
Manchester,53.4753535,-2.2155923,platform,Ashton Old Road/Chancellor Lane,533804009
Manchester,53.4721667,-2.2283786,platform,"Ardwick, Downing Street / near Grosvenor Street",533804107
Manchester,53.4718439,-2.2264356,platform,"Ardwick, Ardwick Green South / outside Ardwick Green Park",533804111
Manchester,53.4712211,-2.2249828,platform,"Ardwick, Ardwick Green South / opposite Ardwick Green Park",533804116
Manchester,53.4698526,-2.2207134,platform,"Ardwick, Hyde Road / outside Apollo",533804120
Manchester,53.4697709,-2.221074,platform,"Ardwick, Hyde Road / outside Apollo",533804126
Manchester,53.4745052,-2.2164305,platform,Chancellor Lane/Ashton Old Road,533804220
Manchester,53.4742622,-2.216595,platform,Chancellor Lane/Ashton Old Road,533804221
Manchester,53.4757525,-2.217597,platform,Pin Mill Brow/Ashton Old Road,533804223
Manchester,53.4779971,-2.2190098,platform,Great Ancoats Street/Every Street,533804224
Manchester,53.4811511,-2.2337634,taxi,City Centre - Newton Street,533806305
Manchester,53.4816529,-2.2366171,taxi,City Centre - Oldham Street,533806309
Manchester,53.482703,-2.2353995,taxi,City Centre - Oldham Street,533806312
Manchester,53.4833429,-2.2345139,taxi,City Centre - Oldham Street,533806313
Manchester,53.4767441,-2.2310119,taxi,Station Taxi Rank,533806315
Manchester,53.4813997,-2.2364849,taxi,Taxi Rank,533806317
Manchester,53.4828403,-2.2341193,taxi,City Centre - Stevenson Square,533806323
Manchester,53.4784753,-2.2509348,platform,Quay Street/Deansgate (Stop WK),533807126
Manchester,53.4784631,-2.2503186,platform,Quay Street/Opera House (Stop WJ),533807127
Manchester,53.4770825,-2.2583915,platform,Liverpool Road/Science Museum,533807132
Manchester,53.4759031,-2.252124,platform,Liverpool Road/Barton St (Stop WO),533807133
Manchester,53.4764271,-2.2538221,platform,Liverpool Rd/Museum (Stop WP),533807134
Manchester,53.4770484,-2.2575173,platform,Liverpool Road/Science Museum,533807135
Manchester,53.4965643,-2.2490758,platform,"Strangeways, Waterloo Road / Hodgson Street (Stop F)",533807148
Manchester,53.4966614,-2.2492246,platform,"Strangeways, Waterloo Road / Cheetwood Primary School (Stop E)",533807149
Manchester,53.4967472,-2.2379645,platform,"Cheetham, Cheetham Hill Road / near Elizabeth Street",533807527
Manchester,53.4766198,-2.2603474,platform,Water Street/New Elm Road,533807539
Manchester,53.4811075,-2.2494539,platform,"Spinningfields, Bridge Street (Stop WF)",533807548
Manchester,53.4852569,-2.2377329,platform,"Shudehill, Shudehill / Hanover Street (Stop NN)",533807549
Manchester,53.4836677,-2.2461944,platform,DEANSGATE/St Mary's Gate,533807553
Manchester,53.4853141,-2.2418323,platform,"Manchester City Centre, Corporation Street / outside Printworks (Stop NK)",533807557
Manchester,53.4855214,-2.2419104,platform,"Manchester City Centre, Corporation Street / Printworks (Stop NP)",533807572
Manchester,53.4858944,-2.236824,platform,"Shudehill, Shudehill / Hanover Street (Stop NM)",533807574
Manchester,53.4874106,-2.2336754,platform,"Newtown, Rochdale Road / near Marshall Street",533807576
Manchester,53.4866938,-2.2410697,platform,Corporation Street/Victoria Station,533807577
Manchester,53.483176,-2.2182227,platform,Carruthers St/Piercy Street,533807582
Manchester,53.4860223,-2.2419733,platform,Victoria Station Approach,533807583
Manchester,53.4866957,-2.2423388,platform,"Manchester City Centre, Victoria Station Approach / Victoria Rail Station (Stop NY)",533807585
Manchester,53.4755087,-2.2628718,platform,Regent Road/Water Street,533807587
Manchester,53.4757864,-2.2632653,platform,Regent Road/Regent Bridge,533807588
Manchester,53.4813665,-2.2516364,platform,"Manchester City Centre, Bridge Street (Stop WW)",533807592
Manchester,53.486308,-2.2418991,platform,"Manchester City Centre, Todd Street / Victoria Rail Station (Stop NW)",533807594
Manchester,53.4938038,-2.2248672,platform,"Newtown, Rochdale Road / opposite Osborne Street",533807673
Manchester,53.4929002,-2.225321,platform,"Newtown, Rochdale Road / near Osborne Street",533807677
Manchester,53.4914605,-2.2272848,platform,"Newtown, Rochdale Road / opposite Livesey Street",533807682
Manchester,53.4903644,-2.2284729,platform,"Newtown, Rochdale Road / opposite Peary Street",533807686
Manchester,53.4901299,-2.2291669,platform,"Newtown, Rochdale Road / near Peary Street",533807692
Manchester,53.4890409,-2.2303403,platform,"Newtown, Rochdale Road / opposite Clive Street",533807693
Manchester,53.4882453,-2.2321602,platform,"Newtown, Rochdale Road / near Clive Street",533807694
